"","Serial","Time","Username","Observer","Tree.ID","Date","Julian","Season","Species","Latitude","Longitude","Urbanization","Habitat","Shading","Circumference","LeafColor","LeafDropping","Fruit","LeafBud","LeafUnfurled","Flowering","Damage","Comments","UniqueID","LongLat"
"1583",1583,"04/23/2015 - 11:35am","GW ES",NA,NA,2015-04-23,113,"Spring",NA,44.611412,-75.169456,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",4.5,NA,NA,NA,"no","no","no","GW ES","1 broken branch","-119.780868_NA__NA_44.611412_-75.169456_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_4.5",-119.780868
"1584",1584,"04/23/2015 - 11:35am","GW ES",NA,NA,2015-04-23,113,"Spring",NA,44.611412,-75.169456,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",4.5,NA,NA,NA,"no","no","no","GW ES","1 broken branch","-119.780868_NA__NA_44.611412_-75.169456_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_4.5",-119.780868
"1585",1585,"04/23/2015 - 11:35am","16 Canton XJ NH",NA,NA,2015-04-23,113,"Spring",NA,-75.61,-44.17,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",25,NA,NA,NA,"no","no","no","16 Canton XJ NH","yes","31.44_NA__NA_-75.61_-44.17_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_25",31.44
"1586",1586,"04/23/2015 - 11:35am","Canton 15 CC CC",NA,NA,2015-04-23,113,"Spring",NA,44.611452,-75.169535,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",6,NA,NA,NA,"no","no","no","Canton 15 CC CC","Yes.","-119.780987_NA__NA_44.611452_-75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_6",-119.780987
"1587",1587,"04/23/2015 - 11:35am","canton 14 HB AB",NA,NA,2015-04-23,113,"Spring",NA,44.611452,-75.169535,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",30,NA,NA,NA,"no","no","no","canton 14 HB AB","yes","-119.780987_NA__NA_44.611452_-75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_30",-119.780987
"1588",1588,"04/23/2015 - 11:36am","JR CR",NA,NA,2015-04-23,113,"Spring",NA,44.611465,-75.169554,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",20.5,NA,NA,NA,"no","no","no","JR CR","Yes","-119.781019_NA__NA_44.611465_-75.169554_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_20.5",-119.781019
"1589",1589,"04/23/2015 - 11:37am","IN RR",NA,NA,2015-04-23,113,"Spring",NA,44.610277,-75.169802,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",18,NA,NA,NA,"no","no","no","IN RR","it has broken limbs","-119.780079_NA__NA_44.610277_-75.169802_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_18",-119.780079
"1590",1590,"04/23/2015 - 12:47pm","SS SS",NA,NA,2015-04-23,113,"Spring",NA,44.611735,-75.169559,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",27,NA,NA,NA,"yes","no","no","SS SS",NA,"-119.781294_NA__NA_44.611735_-75.169559_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_27",-119.781294
"1591",1591,"04/23/2015 - 12:48pm","Canton 25 EA BB",NA,NA,2015-04-23,113,"Spring",NA,44.611455,-75.169544,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",10,NA,NA,NA,"no","no","no","Canton 25 EA BB",NA,"-119.780999_NA__NA_44.611455_-75.169544_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_10",-119.780999
"1592",1592,"04/23/2015 - 12:48pm","Canton28 TD RN",NA,NA,2015-04-23,113,"Spring",NA,44.611443,-75.16954,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",24,NA,NA,NA,"no","no","no","Canton28 TD RN",NA,"-119.780983_NA__NA_44.611443_-75.16954_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_24",-119.780983
"1593",1593,"04/23/2015 - 12:49pm","CH NF",NA,NA,2015-04-23,113,"Spring",NA,44.61029,-75.170224,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",24,NA,NA,NA,"no","no","no","CH NF",NA,"-119.780514_NA__NA_44.61029_-75.170224_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_24",-119.780514
"1594",1594,"04/23/2015 - 12:49pm","OS RW",NA,NA,2015-04-23,113,"Spring",NA,44.611451,-75.169546,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",32,NA,NA,NA,"no","no","no","OS RW","yes","-119.780997_NA__NA_44.611451_-75.169546_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_32",-119.780997
"1595",1595,"04/23/2015 - 12:49pm","sf bf",NA,NA,2015-04-23,113,"Spring",NA,44.611203,-75.169027,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",12,NA,NA,NA,"no","no","no","sf bf","yes","-119.78023_NA__NA_44.611203_-75.169027_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_12",-119.78023
"1596",1596,"04/23/2015 - 12:49pm","Canton 27 JD HC",NA,NA,2015-04-23,113,"Spring",NA,44.610527,-75.169689,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",36,NA,NA,NA,"no","no","no","Canton 27 JD HC","yes","-119.780216_NA__NA_44.610527_-75.169689_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_36",-119.780216
"1597",1597,"04/23/2015 - 12:49pm","Canton 27 JD HC",NA,NA,2015-04-23,113,"Spring",NA,44.610527,-75.169689,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",36,NA,NA,NA,"no","no","no","Canton 27 JD HC","yes","-119.780216_NA__NA_44.610527_-75.169689_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_36",-119.780216
"1598",1598,"04/23/2015 - 12:50pm","JM DM",NA,NA,2015-04-23,113,"Spring",NA,44.3612,-75.10104,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",24,NA,NA,NA,"no","no","no","JM DM",NA,"-119.46224_NA__NA_44.3612_-75.10104_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_24",-119.46224
"1599",1599,"04/23/2015 - 12:50pm","Nathaniel,Nyah,Seth",NA,NA,2015-04-23,113,"Spring",NA,44.61078,-75.1169508,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",1.5,NA,NA,NA,"no","no","no","Nathaniel,Nyah,Seth","mostly healthy","-119.7277308_NA__NA_44.61078_-75.1169508_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_1.5",-119.7277308
"1600",1600,"04/23/2015 - 1:32pm","canton 35 ja tb",NA,NA,2015-04-23,113,"Spring",NA,44.611436,-75.16954,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",3.5,NA,NA,NA,"no","no","no","canton 35 ja tb","yes","-119.780976_NA__NA_44.611436_-75.16954_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_3.5",-119.780976
"1601",1601,"04/23/2015 - 1:33pm","MG GF",NA,NA,2015-04-23,113,"Spring",NA,44.611433,-75.169584,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",6.5,NA,NA,NA,"no","no","no","MG GF","yes","-119.781017_NA__NA_44.611433_-75.169584_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_6.5",-119.781017
"1602",1602,"04/23/2015 - 1:34pm","AR CR",NA,NA,2015-04-23,113,"Spring",NA,44.610247,-75.169787,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",24,NA,NA,NA,"no","no","no","AR CR",NA,"-119.780034_NA__NA_44.610247_-75.169787_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_24",-119.780034
"1603",1603,"04/23/2015 - 1:34pm","Canton 42 AS CS",NA,NA,2015-04-23,113,"Spring",NA,44.611236,-75.169032,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",48.5,NA,NA,NA,"no","no","no","Canton 42 AS CS","Yes.","-119.780268_NA__NA_44.611236_-75.169032_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_48.5",-119.780268
"1604",1604,"04/23/2015 - 1:34pm","GS CS",NA,NA,2015-04-23,113,"Spring",NA,44.611236,-75.169032,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",26,NA,NA,NA,"no","no","no","GS CS","Yes","-119.780268_NA__NA_44.611236_-75.169032_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_26",-119.780268
"1605",1605,"04/23/2015 - 1:34pm","AT CV",NA,NA,2015-04-23,113,"Spring",NA,44.611236,-75.169032,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",4,NA,NA,NA,"no","no","no","AT CV","yes","-119.780268_NA__NA_44.611236_-75.169032_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_4",-119.780268
"1606",1606,"04/23/2015 - 1:35pm","canton 38 AK AK",NA,NA,2015-04-23,113,"Spring",NA,44.611188,-75.169001,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",13,NA,NA,NA,"no","no","no","canton 38 AK AK",NA,"-119.780189_NA__NA_44.611188_-75.169001_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_13",-119.780189
"1607",1607,"04/23/2015 - 1:37pm","canton 44 CW CS",NA,NA,2015-04-23,113,"Spring",NA,44.611459,-75.16959,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",40,NA,NA,NA,"no","no","no","canton 44 CW CS",NA,"-119.781049_NA__NA_44.611459_-75.16959_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_40",-119.781049
"1608",1608,"04/23/2015 - 2:08pm","Brenden Henderson Josh Kennedy",NA,NA,2015-04-23,113,"Spring",NA,44.605511,-75.167999,"Yes","School lawn","Open (more than 5hr per day of direct sun)",66,NA,NA,NA,"yes","no","no","Brenden Henderson Josh Kennedy","yes","-119.77351_NA__NA_44.605511_-75.167999_Yes_School lawn_Open (more than 5hr per day of direct sun)_66",-119.77351
"1609",1609,"04/23/2015 - 2:08pm","Brenden Henderson Josh Kennedy",NA,NA,2015-04-23,113,"Spring",NA,44.605511,-75.167999,"Yes","School lawn","Open (more than 5hr per day of direct sun)",66,NA,NA,NA,"yes","no","no","Brenden Henderson Josh Kennedy","yes","-119.77351_NA__NA_44.605511_-75.167999_Yes_School lawn_Open (more than 5hr per day of direct sun)_66",-119.77351
"1610",1610,"04/23/2015 - 2:10pm","Canton 56 EW ZW",NA,NA,2015-04-23,113,"Spring",NA,44.60493,-75168005,"Yes","School lawn","Open (more than 5hr per day of direct sun)",86,NA,NA,NA,"yes","no","no","Canton 56 EW ZW",NA,"-75168049.60493_NA__NA_44.60493_-75168005_Yes_School lawn_Open (more than 5hr per day of direct sun)_86",-75168049.60493
"1611",1611,"04/23/2015 - 2:10pm","destiny daniels abbi dent",NA,NA,2015-04-23,113,"Spring",NA,44.606267,-75.167331,"Yes","School lawn","Open (more than 5hr per day of direct sun)",65,NA,NA,NA,"yes","no","Flowers are visible","destiny daniels abbi dent","yes","-119.773598_NA__NA_44.606267_-75.167331_Yes_School lawn_Open (more than 5hr per day of direct sun)_65",-119.773598
"1612",1612,"04/23/2015 - 2:12pm","canton",NA,NA,2015-04-23,113,"Spring",NA,44.605998,-75.167856,"Yes","School lawn","Open (more than 5hr per day of direct sun)",67,NA,NA,NA,"no","no","no","canton","yes","-119.773854_NA__NA_44.605998_-75.167856_Yes_School lawn_Open (more than 5hr per day of direct sun)_67",-119.773854
"1613",1613,"04/23/2015 - 2:12pm","Canton 55 CT TW",NA,NA,2015-04-23,113,"Spring",NA,44.605696,-75.167442,"Yes","School lawn","Open (more than 5hr per day of direct sun)",98,NA,NA,NA,"yes","no","no","Canton 55 CT TW","Healthy","-119.773138_NA__NA_44.605696_-75.167442_Yes_School lawn_Open (more than 5hr per day of direct sun)_98",-119.773138
"1614",1614,"04/23/2015 - 2:12pm","canton 52 KL SL",NA,NA,2015-04-23,113,"Spring",NA,44.605769,-75.16797,"Yes","School lawn","Open (more than 5hr per day of direct sun)",60,NA,NA,NA,"yes","no","no","canton 52 KL SL","yes","-119.773739_NA__NA_44.605769_-75.16797_Yes_School lawn_Open (more than 5hr per day of direct sun)_60",-119.773739
"1615",1615,"04/23/2015 - 2:13pm","Canton 46 BB OA",NA,NA,2015-04-23,113,"Spring",NA,44.605492,-75.167624,"Yes","School lawn","Open (more than 5hr per day of direct sun)",136,NA,NA,NA,"yes","no","no","Canton 46 BB OA","yes","-119.773116_NA__NA_44.605492_-75.167624_Yes_School lawn_Open (more than 5hr per day of direct sun)_136",-119.773116
"1616",1616,"04/23/2015 - 2:16pm","Canton #47 RB NB",NA,NA,2015-04-23,113,"Spring",NA,44.606298,-75.167596,"Yes","School lawn","Open (more than 5hr per day of direct sun)",22,NA,NA,NA,"yes","no","Flowers are visible","Canton #47 RB NB","Yes.","-119.773894_NA__NA_44.606298_-75.167596_Yes_School lawn_Open (more than 5hr per day of direct sun)_22",-119.773894
"1617",1617,"04/23/2015 - 2:18pm","Canton 50 NDZW",NA,NA,2015-04-23,113,"Spring",NA,44.60954,-75.167302,"Yes","School lawn","Open (more than 5hr per day of direct sun)",87,NA,NA,NA,"yes","no","no","Canton 50 NDZW","yes, circumference is estimated","-119.776842_NA__NA_44.60954_-75.167302_Yes_School lawn_Open (more than 5hr per day of direct sun)_87",-119.776842
"1618",1618,"04/23/2015 - 2:20pm","canton 48 mc ac",NA,NA,2015-12-23,357,"Spring",NA,44.605362,-75.167634,"Yes","School lawn","Open (more than 5hr per day of direct sun)",86,NA,NA,NA,"no","no","no","canton 48 mc ac",NA,"-119.772996_NA__NA_44.605362_-75.167634_Yes_School lawn_Open (more than 5hr per day of direct sun)_86",-119.772996
"1619",1619,"04/23/2015 - 2:21pm","Wes ames and ashley ames",NA,NA,2015-04-23,113,"Spring",NA,44.605323,-75.167859,"Yes","School lawn","Open (more than 5hr per day of direct sun)",78.5,NA,NA,NA,"yes","no","Flowers are visible","Wes ames and ashley ames",NA,"-119.773182_NA__NA_44.605323_-75.167859_Yes_School lawn_Open (more than 5hr per day of direct sun)_78.5",-119.773182
"1620",1620,"04/27/2015 - 4:00pm","jaci",NA,NA,2015-04-27,117,"Spring",NA,44.613312,-75.407217,"Yes","Home lawn","Open (more than 5hr per day of direct sun)",55.5,NA,NA,NA,"yes","no","Flowers are visible and producing pollen (shake the flower to see if it releases pollen grains)","jaci",NA,"-120.020529_NA__NA_44.613312_-75.407217_Yes_Home lawn_Open (more than 5hr per day of direct sun)_55.5",-120.020529
"1621",1621,"04/29/2015 - 8:28am","Ab Jb",NA,NA,2015-04-29,119,"Spring",NA,44.61138,-75.1695825,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",22,NA,NA,NA,"no","no","no","Ab Jb","yes","-119.7809625_NA__NA_44.61138_-75.1695825_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_22",-119.7809625
"1622",1622,"04/29/2015 - 8:33am","MB RB",NA,NA,2015-04-29,119,"Spring",NA,44.611187,-75.169034,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",8,NA,NA,NA,"yes","no","no","MB RB","Yes","-119.780221_NA__NA_44.611187_-75.169034_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_8",-119.780221
"1623",1623,"04/29/2015 - 8:33am","Jm Co",NA,NA,2015-04-29,119,"Spring",NA,44.61138,-75.169582,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",48,NA,NA,NA,"no","no","no","Jm Co",NA,"-119.780962_NA__NA_44.61138_-75.169582_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_48",-119.780962
