Serial,Time,Username,Observer,Tree ID,Date,Date,Julian,Season,Species,Latitude,Longitude,Urbanization,Habitat,Shading,Circumference,LeafColor,LeafDropping,Fruit,LeafBud,LeafUnfurled,Flowering,Damage,Comments
,09/30/2016 - 11:33am,,,36,9/30/16,9/30/16,,Fall,Sugar Maple,44.611451,-75.16559,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),53,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,
,09/30/2016 - 11:33am,,,37,9/30/16,9/30/16,,Fall,Sugar Maple,44.611433,-75.169584,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),47,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,broken limbs,it has a nice big crown.it has moss ans likeon. Name:Bold Ruler
,09/30/2016 - 2:21pm,,,42,9/30/16,9/30/16,,Fall,Sugar Maple,44.611236,-75.169032,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),44,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,
,11/22/2016 - 1:25pm,,,261,11/22/16,11/22/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),12,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,There were taples
,11/22/2016 - 9:04am,,,261,11/22/16,11/22/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),41,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,11/04/2016 - 12:11pm,,,262,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),13,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,tap holes
,11/22/2016 - 12:03pm,,,262,11/22/16,11/22/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),3,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,dead leaves,
,11/22/2016 - 9:12am,,,262,11/22/16,11/22/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),12,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,11/04/2016 - 12:12pm,,,263,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),29,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,,,,"lichen,guls",The leaf
,11/04/2016 - 8:25am,,,263,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),29,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,11/22/2016 - 1:28pm,,,263,11/22/16,11/22/16,,Fall,Sugar Maple,44.774797,-74.098729,Yes,School lawn,Open (more than 5hr per day of direct sun),29,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,"fungi, and dead lims.",
,11/04/2016 - 8:26am,,,264,11/4/16,11/4/16,,Fall,Norway Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,
,11/22/2016 - 1:27pm,,,264,11/22/16,11/22/16,,Fall,Norway Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),54,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,Tapped in previous seasons
,11/04/2016 - 12:12pm,,,265,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987787,Yes,School lawn,Open (more than 5hr per day of direct sun),25,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,moss,tap holes
,11/22/2016 - 1:28pm,,,265,11/22/16,11/22/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),26,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,"lichen, missing bark",Small amounts of Moss 
,11/04/2016 - 12:13pm,,,266,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),31,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,green fungus and holes in da leaves,very beautiful tree
,11/04/2016 - 8:25am,,,266,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),32,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,11/04/2016 - 12:11pm,,,267,11/4/16,11/4/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),28,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,bark missing,"none

"
,11/04/2016 - 8:26am,,,268,11/4/16,11/4/16,,Fall,Norway Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),26,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,"mold, no visible disease

",never tapped
,11/22/2016 - 1:25pm,,,268,11/22/16,11/22/16,,Fall,Norway Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none that are known of,tap holes
,11/04/2016 - 9:12am,,,268,11/4/16,11/4/16,,Fall,Red Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),15,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,"none

",It is young.Not able to be properly tapped yet.
,11/22/2016 - 1:48pm,,,268,11/22/16,11/22/16,,Fall,Silver Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),15,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,nope
,11/04/2016 - 8:26am,,,,11/4/16,11/4/16,,Fall,Norway Maple,44.774797,-74.987287,Yes,School lawn,Open (more than 5hr per day of direct sun),8,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,09/30/2016 - 8:34am,,,1,9/30/16,9/30/16,,Fall,Sugar Maple,44.610793,-75.170487,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),25,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,
,09/26/2016 - 9:28am,,,2,9/26/16,9/26/16,,Fall,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),28,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,09/30/2016 - 8:36am,,,3,9/30/16,9/30/16,,Fall,Sugar Maple,44.611399,-75.169526,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),36,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),Early:  Only a few ripe fruits are visible (less than 10%),,,,healthy tree,
,09/30/2016 - 2:23pm,,,10,9/30/16,9/30/16,,Fall,Sugar Maple,44.606267,-75.167331,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),37,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,There are holes in this trees leaves,
,09/30/2016 - 10:53am,,,21,9/30/16,9/30/16,,Fall,Sugar Maple,44.610277,-75.169802,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),25,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,Dead branch.,
,09/30/2016 - 10:51am,,,23,9/30/16,9/30/16,,Fall,Sugar Maple,44.575389,-75.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),6,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,09/30/2016 - 10:52am,,,25,9/30/16,9/30/16,,Fall,Sugar Maple,44.611455,-75.169544,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),40,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,None,
,09/30/2016 - 10:52am,,,27,9/30/16,9/30/16,,Fall,Sugar Maple,44.610527,-75.169689,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),43,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,
,09/30/2016 - 10:52am,,,28,9/30/16,9/30/16,,Fall,Sugar Maple,44.611443,-75.16954,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),17,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,
,09/30/2016 - 10:53am,,,29,9/30/16,9/30/16,,Fall,Sugar Maple,44.611203,-75.611903,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),12,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,
,09/30/2016 - 11:33am,,,29,9/30/16,9/30/16,,Fall,Sugar Maple,44.61078,-75.116951,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),31,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,none
,09/30/2016 - 11:33am,,,34,9/30/16,9/30/16,,Fall,Sugar Maple,44.611236,-75.169032,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),39,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,
,09/30/2016 - 2:23pm,,,40,9/30/16,9/30/16,,Fall,Sugar Maple,44.610247,-75.169787,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),34,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,"Moss at bottom of trunk

Fungi tree leaning on ours

White spots on trunk of tree",
,09/30/2016 - 2:19pm,,,44,9/30/16,9/30/16,,Fall,Sugar Maple,44.611459,-75.16959,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),48,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,none,
,09/30/2016 - 2:19pm,,,46,9/30/16,9/30/16,,Fall,Sugar Maple,44.605492,-75.167624,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),47,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,none,surrounded by dead trees
,09/30/2016 - 2:22pm,,,47,9/30/16,9/30/16,,Fall,Sugar Maple,44.606298,-75.167596,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),35,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,09/30/2016 - 1:59pm,,,70,9/30/16,9/30/16,,Fall,Red Maple,44.56,-74.95,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),21,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,"Yes, holes, missing branches ",
,09/30/2016 - 2:21pm,,,45,9/30/16,9/30/16,,Fall,Sugar Maple,44.605323,-75.167859,No,School paved area,Partially Shaded (2-5hr per day of direct sun),37,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,
,09/30/2016 - 10:56am,,,24,9/30/16,9/30/16,,Fall,Sugar Maple,44.611412,-75.169456,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),14,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,,,,Some lost bark.(At the bottom of the trunk).,
,09/30/2016 - 2:24pm,,,48,9/30/16,9/30/16,,Fall,Sugar Maple,44.605362,-75.167645,Yes,School lawn,Shaded (less than 2hr per day of direct sun),35,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,,Name: Little Jimmy
,09/23/2016 - 12:56pm,,,210,9/23/16,9/23/16,,Fall,Sugar Maple,,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),33,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,NO,
,10/11/2016 - 8:50am,,,78,10/11/16,10/11/16,,Fall,Sugar Maple,44.7,-74.5,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),54,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,,,,Maple moth cutter put holes in the leaves,the trees name is charles
