"","Serial","Time","Username","Observer","Tree ID","Date","Date_1","Julian","Season","Species","Latitude","Longitude","Urbanization","Habitat","Shading","Circumference","Flowering","Damage","Comments","UniqueID"
"1215",1215,"09/23/2016 - 12:56pm",NA,NA,210,2016-09-23,"9/23/16",267,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",33,NA,"NO",NA,"210_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_33"
"1216",1216,"10/11/2016 - 8:50am",NA,NA,78,2016-10-11,"10/11/16",285,"Fall","Sugar Maple",44.7,-74.5,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",54,NA,"Maple moth cutter put holes in the leaves","the trees name is charles","78_Sugar Maple_44.7_-74.5_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_54"
"1217",1217,"10/11/2016 - 8:49am",NA,NA,76,2016-10-11,"10/11/16",285,"Fall","Sugar Maple",44.679477,-74.545545,"Yes","School lawn","Open (more than 5hr per day of direct sun)",22,NA,"maple leaf cutter moth",NA,"76_Sugar Maple_44.679477_-74.545545_Yes_School lawn_Open (more than 5hr per day of direct sun)_22"
"1218",1218,"11/22/2016 - 1:51pm",NA,NA,268,2016-11-22,"11/22/16",327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",15,NA,NA,"Taller then the other trees few dead branches","268_Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_15"
"1219",1219,"11/22/2016 - 9:08am",NA,NA,270,2016-11-22,"11/22/16",327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",26,NA,NA,"his name is Jimmy","270_Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_26"
"1220",1220,"10/04/2016 - 8:48am",NA,NA,212,2016-10-04,"10/4/16",278,"Fall","Sugar Maple",44.824403,-74.51345,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",20,NA,"missing limb hole in tree trunk","Bobby joe is our is our tree name","212_Sugar Maple_44.824403_-74.51345_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_20"
"1221",1221,"10/04/2016 - 1:09pm",NA,NA,218,2016-10-04,"10/4/16",278,"Fall","Sugar Maple",44.824403,-74.51345,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",22,NA,NA,"none","218_Sugar Maple_44.824403_-74.51345_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_22"
"1222",1222,"10/04/2016 - 1:12pm",NA,NA,219,2016-10-04,"10/4/16",278,"Fall","Sugar Maple",44.824403,-70.51345,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",28,NA,"LEAVES ARE FALLING","Its name is Maple","219_Sugar Maple_44.824403_-70.51345_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_28"
"1223",1223,"10/04/2016 - 1:10pm",NA,NA,221,2016-10-04,"10/4/16",278,"Fall","Red Maple",44.824403,-74.51345,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",27,NA,"broken branch","No","221_Red Maple_44.824403_-74.51345_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_27"
"1224",1224,"10/04/2016 - 1:09pm",NA,NA,222,2016-10-04,"10/4/16",278,"Fall","Sugar Maple",44.824403,-74.51345,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",32,NA,"no",NA,"222_Sugar Maple_44.824403_-74.51345_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_32"
"1225",1225,"10/04/2016 - 1:15pm",NA,NA,223,2016-10-04,"10/4/16",278,"Fall","Sugar Maple",44.824403,-74.57345,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",45,NA,"brken braches tap hole","name is margret","223_Sugar Maple_44.824403_-74.57345_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_45"
"1226",1226,"10/04/2016 - 1:11pm",NA,NA,224,2016-10-04,"10/4/16",278,"Fall","Sugar Maple",44.82403,-74.51345,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",56,NA,"not bad",NA,"224_Sugar Maple_44.82403_-74.51345_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_56"
"1227",1227,"10/04/2016 - 1:12pm",NA,NA,224,2016-10-04,"10/4/16",278,"Fall","Sugar Maple",44.824403,-74.51345,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",2,NA,"no","Located by a deer jaw bones.","224_Sugar Maple_44.824403_-74.51345_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_2"
"1228",1228,"10/04/2016 - 1:10pm",NA,NA,226,2016-10-04,"10/4/16",278,"Fall","Red Maple",44.824403,-74.51345,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",56,NA,"no",NA,"226_Red Maple_44.824403_-74.51345_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_56"
"1229",1229,"10/04/2016 - 1:10pm",NA,NA,220,2016-10-04,"10/4/16",278,"Fall","Sugar Maple",44.824403,-74.51345,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",27,NA,"broken branch","Our trees name is willy","220_Sugar Maple_44.824403_-74.51345_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_27"
"1230",1230,"10/05/2016 - 10:37am",NA,NA,16,2016-10-05,"10/5/16",279,"Fall","Sugar Maple",44.49265,-74.30591,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",33,NA,"tigw broke moss 3 tap holes slanted",NA,"16_Sugar Maple_44.49265_-74.30591_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_33"
"1231",1231,"10/05/2016 - 9:02am",NA,NA,211,2016-10-05,"10/5/16",279,"Fall","Sugar Maple",44.824019,-73.516411,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",82,NA,"none",NA,"211_Sugar Maple_44.824019_-73.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_82"
"1232",1232,"10/05/2016 - 8:57am",NA,NA,228,2016-10-05,"10/5/16",279,"Fall","Sugar Maple",44.824019,-74.516411,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",46,NA,"none",NA,"228_Sugar Maple_44.824019_-74.516411_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_46"
"1233",1233,"10/05/2016 - 8:59am",NA,NA,229,2016-10-05,"10/5/16",279,"Fall","Red Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",49,NA,"none","This tree is located in the woods.

","229_Red Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_49"
"1234",1234,"10/05/2016 - 10:32am",NA,NA,15,2016-10-05,"10/5/16",279,"Fall","Sugar Maple",44.824019,-75.16411,"No","Other","Open (more than 5hr per day of direct sun)",28,NA,NA,NA,"15_Sugar Maple_44.824019_-75.16411_No_Other_Open (more than 5hr per day of direct sun)_28"
"1235",1235,"10/05/2016 - 10:29am",NA,NA,13,2016-10-05,"10/5/16",279,"Fall","Sugar Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",22,NA,"missing littie branches",NA,"13_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_22"
"1236",1236,"10/05/2016 - 1:00pm",NA,NA,20,2016-10-05,"10/5/16",279,"Fall","Sugar Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",41,NA,"small holes",NA,"20_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_41"
"1237",1237,"10/05/2016 - 1:08pm",NA,NA,24,2016-10-05,"10/5/16",279,"Fall","Sugar Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",39,NA,"DEAD AND BROKEN BRANCH",NA,"24_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_39"
"1238",1238,"10/05/2016 - 1:07pm",NA,NA,28,2016-10-05,"10/5/16",279,"Fall","Sugar Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",23,NA,"looks like a branch will fall","The Name is Fred","28_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_23"
"1239",1239,"10/05/2016 - 1:06pm",NA,NA,NA,2016-10-05,"10/5/16",279,"Fall","Sugar Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",2,NA,NA,NA,"NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_2"
"1240",1240,"10/05/2016 - 10:29am",NA,NA,202,2016-10-05,"10/5/16",279,"Fall","Red Maple",44.824089,-74.515041,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",34,NA,"holes and scratches","ITS A PRETTY TREE!","202_Red Maple_44.824089_-74.515041_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_34"
"1241",1241,"10/05/2016 - 9:01am",NA,NA,230,2016-10-05,"10/5/16",279,"Fall","Sugar Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",31,NA,NA,"NO","230_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_31"
"1242",1242,"10/05/2016 - 8:59am",NA,NA,232,2016-10-05,"10/5/16",279,"Fall","Red Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",44,NA,"Bark loss and 3 broken limbs up high.",NA,"232_Red Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_44"
"1243",1243,"10/05/2016 - 9:01am",NA,NA,234,2016-10-05,"10/5/16",279,"Fall","Red Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",39,NA,"No diseases no damage.",NA,"234_Red Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_39"
"1244",1244,"10/05/2016 - 10:28am",NA,NA,239,2016-10-05,"10/5/16",279,"Fall","Sugar Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",28,NA,"none",NA,"239_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_28"
"1245",1245,"10/05/2016 - 10:32am",NA,NA,240,2016-10-05,"10/5/16",279,"Fall","Sugar Maple",44.824019,-71.516411,"Yes","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",27,NA,"bark scraped","its really bad

","240_Sugar Maple_44.824019_-71.516411_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_27"
"1246",1246,"10/05/2016 - 9:01am",NA,NA,251,2016-10-05,"10/5/16",279,"Fall","Sugar Maple",44.824019,-74.5641,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",35,NA,"none none none",NA,"251_Sugar Maple_44.824019_-74.5641_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_35"
"1247",1247,"10/05/2016 - 1:03pm",NA,NA,NA,2016-10-05,"10/5/16",279,"Fall","Sugar Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",54,NA,"holes,bark coming off,broken branches and dead leaves","no","NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_54"
"1248",1248,"10/05/2016 - 10:30am",NA,NA,NA,2016-10-05,"10/5/16",279,"Fall","Sugar Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",24,NA,NA,"tall perefect","NA_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_24"
"1249",1249,"10/05/2016 - 1:04pm",NA,NA,25,2016-10-05,"10/5/16",279,"Fall","Sugar Maple",44.824019,-74.516411,"No","School lawn","Partially Shaded (2-5hr per day of direct sun)",37,NA,"maple leaf cuter eating leafs",NA,"25_Sugar Maple_44.824019_-74.516411_No_School lawn_Partially Shaded (2-5hr per day of direct sun)_37"
"1250",1250,"10/05/2016 - 8:59am",NA,NA,233,2016-10-05,"10/5/16",279,"Fall","Red Maple",44.824919,-74.516411,"No","School lawn","Partially Shaded (2-5hr per day of direct sun)",25,NA,"none",NA,"233_Red Maple_44.824919_-74.516411_No_School lawn_Partially Shaded (2-5hr per day of direct sun)_25"
"1251",1251,"10/05/2016 - 1:08pm",NA,NA,29,2016-10-05,"10/5/16",279,"Fall","Red Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",47,NA,"broken branch ""a big one""",NA,"29_Red Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_47"
"1252",1252,"10/05/2016 - 10:29am",NA,NA,233,2016-10-05,"10/5/16",279,"Fall","Red Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Shaded (less than 2hr per day of direct sun)",35,NA,NA,NA,"233_Red Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_35"
"1253",1253,"11/22/2016 - 1:28pm",NA,NA,261,2016-11-22,"11/22/16",327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",12,NA,"none",NA,"261_Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_12"
"1254",1254,"11/22/2016 - 12:09pm",NA,NA,261,2016-11-22,"11/22/16",327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",16,NA,"no","no fruit leaves changed  color","261_Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_16"
"1255",1255,"11/22/2016 - 8:24am",NA,NA,261,2016-11-22,"11/22/16",327,"Fall","Silver Maple",44.774797,-72.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",16,NA,"no",NA,"261_Silver Maple_44.774797_-72.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_16"
"1256",1256,"11/22/2016 - 12:06pm",NA,NA,262,2016-11-22,"11/22/16",327,"Fall","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",3,NA,"dead leaves","we named our tree gummy.","262_Silver Maple_44.774797_-74.987287_Yes_School lawn_Open (more than 5hr per day of direct sun)_3"
